level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	44	15	2274	1464	170	68	0.000000	Gaye
5	1	1	1	44	16	2473	1472	113	56	31.501690	Qe
5	1	1	1	44	17	2614	1456	59	64	40.225449	()
5	1	1	1	44	18	2736	1476	101	17	47.042828	OUTSIDE
5	1	1	1	44	19	2870	1480	66	15	20.110954	_BoweR
5	1	1	1	44	20	2952	1480	35	15	67.301353	OFA
5	1	1	1	44	21	3000	1462	32	62	38.428162	_
5	1	1	1	44	22	3041	1478	66	17	49.101376	200Ax1
5	1	1	1	44	23	3124	1475	37	45	0.000000	3)
5	1	1	1	44	24	3487	1472	289	56	0.000000	CAPA
5	1	1	1	44	25	3793	1466	14	27	22.259979	\"
5	1	1	1	44	26	3830	1476	101	17	43.999859	OUTSIDE
5	1	1	1	45	1	290	1512	142	17	31.946999	12PBO01-PID-200
5	1	1	1	45	2	443	1509	42	25	82.221581	(C-8)
5	1	1	1	45	3	580	1508	18	6	51.229076	=
5	1	1	1	45	4	680	1494	55	62	75.456169	ho
5	1	1	1	45	5	793	1521	2	11	58.875641	|
5	1	1	1	45	6	975	1512	17	15	7.532082	<p
5	1	1	1	45	7	1284	1513	7	8	0.000000	t
5	1	1	1	45	8	1537	1512	142	17	62.315117	12PRO01-PID-200
5	1	1	1	45	9	1690	1509	42	25	84.534904	(C-8)
5	1	1	1	45	10	1894	1499	21	37	0.000000	“I
5	1	1	1	45	11	2044	1518	7	10	42.183880	|
5	1	1	1	45	12	2083	1500	10	37	85.999359	|
5	1	1	1	45	13	2107	1521	1	7	68.173203	|
5	1	1	1	45	14	2284	1512	17	16	37.947578	4
5	1	1	1	45	15	2607	1514	7	8	15.889263	1
5	1	1	1	45	16	2663	1515	38	13	0.000000	TSoax1
5	1	1	1	45	17	2822	1512	142	17	30.126820	12PB001-PID-200
5	1	1	1	45	18	2975	1509	43	25	87.873413	(C-8)
5	1	1	1	45	19	3124	1508	18	6	28.852955	“
5	1	1	1	45	20	3275	1519	6	8	57.335960	4
5	1	1	1	45	21	3314	1499	10	37	90.222740	|
5	1	1	1	45	22	3337	1521	2	11	71.987907	|
5	1	1	1	45	23	3497	1499	21	37	56.725128	9,
5	1	1	1	45	24	3620	1512	7	10	62.248856	6
5	1	1	1	45	25	3713	1526	8	8	68.724915	i
5	1	1	1	45	26	3799	1498	67	17	88.797264	200Ax1
5	1	1	1	46	1	203	1537	16	26	63.954159	E
5	1	1	1	46	2	1273	1530	25	36	27.080666	\f
5	1	1	1	46	3	1773	1539	156	13	49.574818	11528-502—-HBY-200
5	1	1	1	46	4	2600	1527	26	39	11.836262	m4
5	1	1	1	46	5	3707	1539	24	37	43.471657	wd
5	1	1	1	46	6	3768	1543	8	9	33.777905	°
5	1	1	1	46	7	4856	1537	17	26	81.682152	E
5	1	1	1	47	1	456	1558	155	13	22.762150	41528-501-HBY-200
5	1	1	1	47	2	1273	1550	25	33	21.875725	vA
5	1	1	1	47	3	2600	1551	25	31	78.838730	aN
5	1	1	1	47	4	3000	1561	156	12	66.863167	11528-503-HBY-200
5	1	1	1	47	5	3706	1558	22	30	62.791004	&
5	1	1	1	48	1	632	1555	64	64	19.659595	(i)
5	1	1	1	48	2	706	1585	118	17	94.065552	FLEXIBLE
5	1	1	1	48	3	844	1585	59	17	94.065552	HOSE
5	1	1	1	48	4	2013	1585	118	17	94.551811	FLEXIBLE
5	1	1	1	48	5	2151	1585	59	17	94.551811	HOSE
5	1	1	1	48	6	3244	1585	117	17	95.753540	FLEXIBLE
5	1	1	1	48	7	3382	1585	58	17	95.792267	HOSE
5	1	1	1	49	1	958	1601	361	50	40.660820	a
5	1	1	1	49	2	2293	1621	94	19	0.000000	eur
5	1	1	1	49	3	2400	1621	47	19	47.872028	Tire
5	1	1	1	49	4	2463	1621	60	19	3.916855	eae
5	1	1	1	49	5	2610	1625	5	15	9.011908	1
5	1	1	1	49	6	3512	1601	209	50	33.633080	fo
5	1	1	1	50	1	633	1644	61	42	48.348083	VN
5	1	1	1	50	2	1034	1662	126	16	96.960960	RECEPTION
5	1	1	1	50	3	1177	1662	38	16	96.483162	BIN
5	1	1	1	50	4	1233	1662	8	16	73.495010	1
5	1	1	1	50	5	1946	1644	61	42	53.095974	VN
5	1	1	1	50	6	2358	1662	126	16	96.821602	RECEPTION
5	1	1	1	50	7	2501	1662	38	16	95.623962	BIN
5	1	1	1	50	8	2556	1662	10	16	95.623962	2
5	1	1	1	50	9	3181	1644	59	42	35.480278	aS
5	1	1	1	50	10	3533	1662	101	16	96.836830	RECEPTION
5	1	1	1	50	11	3647	1662	31	16	95.955887	BIN
5	1	1	1	50	12	3691	1662	9	16	95.955887	3
5	1	1	1	51	1	633	1673	61	42	81.697342	KA
5	1	1	1	51	2	1054	1686	168	18	75.905296	11520-M-SI-03
5	1	1	1	51	3	1946	1673	61	42	62.341305	KA
5	1	1	1	51	4	2378	1686	168	18	39.824795	11520-M-SI-04
5	1	1	1	51	5	3177	1673	63	42	36.083046	KN]
5	1	1	1	51	6	3543	1686	147	18	42.115814	11520-M-SI-05
5	1	1	1	52	1	213	1738	35	15	0.000000	.
